gene_id	gene_name	gene_type	seqnames
18294	ENSMUSG00000112532	Gm36283	lncRNA	chr10
18295	ENSMUSG00000035864	Syt1	protein_coding	chr10
18296	ENSMUSG00000112039	Gm5136	protein_coding	chr10
18297	ENSMUSG00000020181	Nav3	protein_coding	chr10
18298	ENSMUSG00000112398	9230102K24Rik	lncRNA	chr10
18299	ENSMUSG00000020185	E2f7	protein_coding	chr10
18300	ENSMUSG00000101801	1700020G17Rik	lncRNA	chr10
18301	ENSMUSG00000020186	Csrp2	protein_coding	chr10
18302	ENSMUSG00000035798	Zdhhc17	protein_coding	chr10
18303	ENSMUSG00000020189	Osbpl8	protein_coding	chr10
18304	ENSMUSG00000035759	Bbs10	protein_coding	chr10
18305	ENSMUSG00000112246	Gm40761	lncRNA	chr10
18306	ENSMUSG00000058799	Nap1l1	protein_coding	chr10
18307	ENSMUSG00000020205	Phlda1	protein_coding	chr10
18308	ENSMUSG00000100113	Gm28592	lncRNA	chr10
18309	ENSMUSG00000097082	4933440J02Rik	lncRNA	chr10
18310	ENSMUSG00000112249	Gm30262	lncRNA	chr10
18311	ENSMUSG00000112430	Gm30624	lncRNA	chr10
18312	ENSMUSG00000112137	Gm47865	lncRNA	chr10
18313	ENSMUSG00000112533	Gm20758	lncRNA	chr10
18314	ENSMUSG00000063334	Krr1	protein_coding	chr10
18315	ENSMUSG00000056888	Glipr1	protein_coding	chr10
18316	ENSMUSG00000020213	Glipr1l1	protein_coding	chr10
18317	ENSMUSG00000020214	Glipr1l2	protein_coding	chr10
18318	ENSMUSG00000112611	Glipr1l3	protein_coding	chr10
18319	ENSMUSG00000035694	Caps2	protein_coding	chr10
18320	ENSMUSG00000112564	Gm47419	lncRNA	chr10
18321	ENSMUSG00000035681	Kcnc2	protein_coding	chr10
18322	ENSMUSG00000100314	1700010J16Rik	lncRNA	chr10
18323	ENSMUSG00000112722	Gm3942	lncRNA	chr10
18324	ENSMUSG00000074748	Atxn7l3b	protein_coding	chr10
18325	ENSMUSG00000112228	Gm47524	lncRNA	chr10
18326	ENSMUSG00000112767	Gm47532	lncRNA	chr10
18327	ENSMUSG00000112087	Gm40765	lncRNA	chr10
18328	ENSMUSG00000050663	Trhde	protein_coding	chr10
18329	ENSMUSG00000089934	4930473D10Rik	lncRNA	chr10
18330	ENSMUSG00000084865	Gm15723	lncRNA	chr10
18331	ENSMUSG00000111883	Gm31182	lncRNA	chr10
18332	ENSMUSG00000112016	Gm31267	lncRNA	chr10
18333	ENSMUSG00000006764	Tph2	protein_coding	chr10
18334	ENSMUSG00000020130	Tbc1d15	protein_coding	chr10
18335	ENSMUSG00000020132	Rab21	protein_coding	chr10
18336	ENSMUSG00000069520	Tmem19	protein_coding	chr10
18337	ENSMUSG00000020137	Thap2	protein_coding	chr10
18338	ENSMUSG00000034163	Zfc3h1	protein_coding	chr10
18339	ENSMUSG00000020140	Lgr5	protein_coding	chr10
18340	ENSMUSG00000092210	A930009A15Rik	protein_coding	chr10
18341	ENSMUSG00000112513	4930422I22Rik	lncRNA	chr10
18342	ENSMUSG00000034127	Tspan8	protein_coding	chr10
18343	ENSMUSG00000020151	Ptprr	protein_coding	chr10
18344	ENSMUSG00000074734	Taf7l2	protein_coding	chr10
18345	ENSMUSG00000020154	Ptprb	protein_coding	chr10
18346	ENSMUSG00000054934	Kcnmb4	protein_coding	chr10
18347	ENSMUSG00000020164	Kcnmb4os1	lncRNA	chr10
18348	ENSMUSG00000085837	Kcnmb4os2	lncRNA	chr10
18349	ENSMUSG00000020166	Cnot2	protein_coding	chr10
18350	ENSMUSG00000052291	5330438D12Rik	lncRNA	chr10
18351	ENSMUSG00000097104	Gm26579	lncRNA	chr10
18352	ENSMUSG00000100198	1700030O20Rik	lncRNA	chr10
18353	ENSMUSG00000112924	4930579P08Rik	lncRNA	chr10
18354	ENSMUSG00000034057	Myrfl	protein_coding	chr10
18355	ENSMUSG00000064181	Rab3ip	protein_coding	chr10
18356	ENSMUSG00000112627	4933412E12Rik	lncRNA	chr10
18357	ENSMUSG00000069518	Gm10271	protein_coding	chr10
18358	ENSMUSG00000031294	D630029K05Rik	lncRNA	chr10
18359	ENSMUSG00000020169	Best3	protein_coding	chr10
18360	ENSMUSG00000112242	Gm10747	lncRNA	chr10
18361	ENSMUSG00000060187	Lrrc10	protein_coding	chr10
18362	ENSMUSG00000034024	Cct2	protein_coding	chr10
18363	ENSMUSG00000020170	Frs2	protein_coding	chr10
18364	ENSMUSG00000112753	4930423D24Rik	lncRNA	chr10
18365	ENSMUSG00000020171	Yeats4	protein_coding	chr10
18366	ENSMUSG00000112462	Gm48772	lncRNA	chr10
18367	ENSMUSG00000020177	9530003J23Rik	protein_coding	chr10
18368	ENSMUSG00000069516	Lyz2	protein_coding	chr10
18369	ENSMUSG00000069515	Lyz1	protein_coding	chr10
18370	ENSMUSG00000055531	Cpsf6	protein_coding	chr10
18371	ENSMUSG00000112728	Gm48903	lncRNA	chr10
18372	ENSMUSG00000112796	Gm40770	lncRNA	chr10
18373	ENSMUSG00000112344	Gm32141	lncRNA	chr10
18374	ENSMUSG00000112399	Gm32235	lncRNA	chr10
18375	ENSMUSG00000112476	Gm32365	lncRNA	chr10
18376	ENSMUSG00000020183	Cpm	protein_coding	chr10
18377	ENSMUSG00000020184	Mdm2	protein_coding	chr10
18378	ENSMUSG00000060181	Slc35e3	protein_coding	chr10
18379	ENSMUSG00000052798	Nup107	protein_coding	chr10
18380	ENSMUSG00000052681	Rap1b	protein_coding	chr10
18381	ENSMUSG00000112711	Gm32552	lncRNA	chr10
18382	ENSMUSG00000112458	Gm40773	lncRNA	chr10
18383	ENSMUSG00000112500	4933411E08Rik	lncRNA	chr10
18384	ENSMUSG00000112470	5330439M10Rik	lncRNA	chr10
18385	ENSMUSG00000020212	Mdm1	protein_coding	chr10
18386	ENSMUSG00000112684	Gm47958	lncRNA	chr10
18387	ENSMUSG00000074695	Il22	protein_coding	chr10
18388	ENSMUSG00000112216	Gm32717	protein_coding	chr10
18389	ENSMUSG00000112252	Gm32802	protein_coding	chr10
18390	ENSMUSG00000090461	Iltifb	protein_coding	chr10
18391	ENSMUSG00000112814	Gm9040	protein_coding	chr10
18392	ENSMUSG00000112419	Gm9044	protein_coding	chr10
18393	ENSMUSG00000112027	Gm9045	protein_coding	chr10
18394	ENSMUSG00000112781	Gm9046	protein_coding	chr10
18395	ENSMUSG00000112495	Gm9048	protein_coding	chr10
18396	ENSMUSG00000112919	Gm9049	protein_coding	chr10
18397	ENSMUSG00000055170	Ifng	protein_coding	chr10
18398	ENSMUSG00000112230	Ifngas1	lncRNA	chr10
18399	ENSMUSG00000112029	Gm33337	lncRNA	chr10
18400	ENSMUSG00000112535	Gm47425	lncRNA	chr10
18401	ENSMUSG00000112198	Gm4065	lncRNA	chr10
18402	ENSMUSG00000028630	Dyrk2	protein_coding	chr10
18403	ENSMUSG00000112854	Gm38403	lncRNA	chr10
18404	ENSMUSG00000112540	Gm47461	lncRNA	chr10
18405	ENSMUSG00000112778	Gm33677	lncRNA	chr10
18406	ENSMUSG00000100681	1700064J06Rik	lncRNA	chr10
18407	ENSMUSG00000112609	Gm47480	lncRNA	chr10
18408	ENSMUSG00000112161	Gm34045	lncRNA	chr10
18409	ENSMUSG00000020114	Cand1	protein_coding	chr10
18410	ENSMUSG00000112155	4930477N07Rik	lncRNA	chr10
18411	ENSMUSG00000100558	1700025F24Rik	lncRNA	chr10
18412	ENSMUSG00000085454	Grip1os3	lncRNA	chr10
18413	ENSMUSG00000085592	Gm16321	lncRNA	chr10
18414	ENSMUSG00000034813	Grip1	protein_coding	chr10
18415	ENSMUSG00000112555	Gm47027	lncRNA	chr10
18416	ENSMUSG00000084764	Grip1os2	lncRNA	chr10
18417	ENSMUSG00000085418	Grip1os1	lncRNA	chr10
18418	ENSMUSG00000020228	Helb	protein_coding	chr10
18419	ENSMUSG00000020227	Irak3	protein_coding	chr10
18420	ENSMUSG00000112894	Gm47009	lncRNA	chr10
18421	ENSMUSG00000020225	Tmbim4	protein_coding	chr10
18422	ENSMUSG00000020224	Llph	protein_coding	chr10
18423	ENSMUSG00000056758	Hmga2	protein_coding	chr10
18424	ENSMUSG00000034764	1700006J14Rik	lncRNA	chr10
18425	ENSMUSG00000090191	9230105E05Rik	lncRNA	chr10
18426	ENSMUSG00000112716	4930471E19Rik	lncRNA	chr10
18427	ENSMUSG00000111907	Gm48202	lncRNA	chr10
18428	ENSMUSG00000044544	4921513I03Rik	lncRNA	chr10
18429	ENSMUSG00000051236	Msrb3	protein_coding	chr10
18430	ENSMUSG00000086444	Gm15961	lncRNA	chr10
18431	ENSMUSG00000087480	Gm15910	lncRNA	chr10
18432	ENSMUSG00000086522	Gm4473	lncRNA	chr10
18433	ENSMUSG00000048661	Lemd3	protein_coding	chr10
18434	ENSMUSG00000112192	Gm48341	lncRNA	chr10
18435	ENSMUSG00000020218	Wif1	protein_coding	chr10
18436	ENSMUSG00000112780	Gm48410	lncRNA	chr10
18437	ENSMUSG00000112846	4930432O09Rik	lncRNA	chr10
18438	ENSMUSG00000112871	Gm35404	lncRNA	chr10
18439	ENSMUSG00000052302	Tbc1d30	protein_coding	chr10
18440	ENSMUSG00000112014	Gm48435	lncRNA	chr10
18441	ENSMUSG00000034707	Gns	protein_coding	chr10
18442	ENSMUSG00000025795	Rassf3	protein_coding	chr10
18443	ENSMUSG00000112009	Gm48591	lncRNA	chr10
18444	ENSMUSG00000112539	Gm40787	lncRNA	chr10
18445	ENSMUSG00000111926	Gm46204	lncRNA	chr10
18446	ENSMUSG00000112527	Gm35696	lncRNA	chr10
18447	ENSMUSG00000020115	Tbk1	protein_coding	chr10
18448	ENSMUSG00000034667	Xpot	protein_coding	chr10
18449	ENSMUSG00000047642	D930020B18Rik	protein_coding	chr10
18450	ENSMUSG00000112526	Gm35865	lncRNA	chr10
18451	ENSMUSG00000053684	BC048403	protein_coding	chr10
18452	ENSMUSG00000020121	Srgap1	protein_coding	chr10
18453	ENSMUSG00000034620	Rxylt1	protein_coding	chr10
18454	ENSMUSG00000111952	Gm4489	lncRNA	chr10
18455	ENSMUSG00000112774	Gm36041	lncRNA	chr10
18456	ENSMUSG00000112873	Gm48877	lncRNA	chr10
18457	ENSMUSG00000020123	Avpr1a	protein_coding	chr10
18458	ENSMUSG00000112095	A130077B15Rik	lncRNA	chr10
18459	ENSMUSG00000034613	Ppm1h	protein_coding	chr10
18460	ENSMUSG00000112220	Gm36208	lncRNA	chr10
18461	ENSMUSG00000034602	Mon2	protein_coding	chr10
18462	ENSMUSG00000020124	Usp15	protein_coding	chr10
18463	ENSMUSG00000112294	Gm4129	lncRNA	chr10
18464	ENSMUSG00000044071	Tafa2	protein_coding	chr10
18465	ENSMUSG00000112130	Gm47839	lncRNA	chr10
18466	ENSMUSG00000112283	Gm36719	lncRNA	chr10
18467	ENSMUSG00000020102	Slc16a7	protein_coding	chr10
18468	ENSMUSG00000109803	Gm45604	lncRNA	chr10
18469	ENSMUSG00000020105	Lrig3	protein_coding	chr10
18470	ENSMUSG00000112387	1700021G15Rik	lncRNA	chr10
18471	ENSMUSG00000112482	1700025K04Rik	lncRNA	chr10
18472	ENSMUSG00000112208	Gm40797	lncRNA	chr10
18473	ENSMUSG00000111961	Gm47966	lncRNA	chr10
18474	ENSMUSG00000112832	4930484H19Rik	lncRNA	chr10
18475	ENSMUSG00000025436	Atp23	protein_coding	chr10
18476	ENSMUSG00000112035	Gm49335	lncRNA	chr10
18477	ENSMUSG00000112761	Gm47972	lncRNA	chr10
18478	ENSMUSG00000078429	Ctdsp2	protein_coding	chr10
18479	ENSMUSG00000025432	Avil	protein_coding	chr10
18480	ENSMUSG00000040521	Tsfm	protein_coding	chr10
18481	ENSMUSG00000080115	Eef1akmt3	protein_coding	chr10
18482	ENSMUSG00000006732	Mettl1	protein_coding	chr10
18483	ENSMUSG00000006724	Cyp27b1	protein_coding	chr10
18484	ENSMUSG00000040502	March9	protein_coding	chr10
18485	ENSMUSG00000006728	Cdk4	protein_coding	chr10
18486	ENSMUSG00000006736	Tspan31	protein_coding	chr10
18487	ENSMUSG00000112639	A730063M14Rik	lncRNA	chr10
18488	ENSMUSG00000025422	Agap2	protein_coding	chr10
18489	ENSMUSG00000040462	Os9	protein_coding	chr10
18490	ENSMUSG00000006731	B4galnt1	protein_coding	chr10
18491	ENSMUSG00000040441	Slc26a10	protein_coding	chr10
18492	ENSMUSG00000019467	Arhgef25	protein_coding	chr10
18493	ENSMUSG00000040415	Dtx3	protein_coding	chr10
18494	ENSMUSG00000097331	F420014N23Rik	lncRNA	chr10
18495	ENSMUSG00000025417	Pip4k2c	protein_coding	chr10
18496	ENSMUSG00000074657	Kif5a	protein_coding	chr10
18497	ENSMUSG00000025410	Dctn2	protein_coding	chr10
18498	ENSMUSG00000025409	Mbd6	protein_coding	chr10
18499	ENSMUSG00000092593	Gm20492	lncRNA	chr10
18500	ENSMUSG00000092384	Gm4189	lncRNA	chr10
18501	ENSMUSG00000025408	Ddit3	protein_coding	chr10
18502	ENSMUSG00000116429	Ddit3	protein_coding	chr10
18503	ENSMUSG00000040354	Mars	protein_coding	chr10
18504	ENSMUSG00000040345	Arhgap9	protein_coding	chr10
18505	ENSMUSG00000025407	Gli1	protein_coding	chr10
18506	ENSMUSG00000112426	Gm47200	lncRNA	chr10
18507	ENSMUSG00000047492	Inhbe	protein_coding	chr10
18508	ENSMUSG00000025405	Inhbc	protein_coding	chr10
18509	ENSMUSG00000025404	R3hdm2	protein_coding	chr10
18510	ENSMUSG00000040287	Stac3	protein_coding	chr10
18511	ENSMUSG00000040280	Ndufa4l2	protein_coding	chr10
18512	ENSMUSG00000025403	Shmt2	protein_coding	chr10
18513	ENSMUSG00000040258	Nxph4	protein_coding	chr10
18514	ENSMUSG00000040249	Lrp1	protein_coding	chr10
18515	ENSMUSG00000086499	Gm16217	lncRNA	chr10
18516	ENSMUSG00000002147	Stat6	protein_coding	chr10
18517	ENSMUSG00000025402	Nab2	protein_coding	chr10
18518	ENSMUSG00000085731	Gm16229	lncRNA	chr10
18519	ENSMUSG00000040195	Nemp1	protein_coding	chr10
18520	ENSMUSG00000087163	Gm16230	lncRNA	chr10
18521	ENSMUSG00000025401	Myo1a	protein_coding	chr10
18522	ENSMUSG00000025400	Tac2	protein_coding	chr10
18523	ENSMUSG00000044617	Zbtb39	protein_coding	chr10
18524	ENSMUSG00000058396	Gpr182	protein_coding	chr10
18525	ENSMUSG00000089789	Rdh1	protein_coding	chr10
18526	ENSMUSG00000056148	Rdh9	protein_coding	chr10
18527	ENSMUSG00000069456	Rdh16	protein_coding	chr10
18528	ENSMUSG00000054052	Rdh19	protein_coding	chr10
18529	ENSMUSG00000074639	Rdh16f2	protein_coding	chr10
18530	ENSMUSG00000040134	Rdh7	protein_coding	chr10
18531	ENSMUSG00000040127	Sdr9c7	protein_coding	chr10
18532	ENSMUSG00000025396	Hsd17b6	protein_coding	chr10
18533	ENSMUSG00000025395	Prim1	protein_coding	chr10
18534	ENSMUSG00000061315	Naca	protein_coding	chr10
18535	ENSMUSG00000071072	Ptges3	protein_coding	chr10
18536	ENSMUSG00000111947	Gm47438	lncRNA	chr10
18537	ENSMUSG00000025393	Atp5b	protein_coding	chr10
18538	ENSMUSG00000040054	Baz2a	protein_coding	chr10
18539	ENSMUSG00000040043	Rbms2	protein_coding	chr10
18540	ENSMUSG00000044005	Gls2	protein_coding	chr10
18541	ENSMUSG00000118550	AC135859.1	lncRNA	chr10
18542	ENSMUSG00000051346	Spryd4	protein_coding	chr10
18543	ENSMUSG00000025389	Mip	protein_coding	chr10
18544	ENSMUSG00000039994	Timeless	protein_coding	chr10
18545	ENSMUSG00000051716	Apon	protein_coding	chr10
18546	ENSMUSG00000047631	Apof	protein_coding	chr10
18547	ENSMUSG00000040033	Stat2	protein_coding	chr10
18548	ENSMUSG00000025383	Il23a	protein_coding	chr10
18549	ENSMUSG00000005682	Pan2	protein_coding	chr10
18550	ENSMUSG00000025381	Cnpy2	protein_coding	chr10
18551	ENSMUSG00000005683	Cs	protein_coding	chr10
18552	ENSMUSG00000039914	Coq10a	protein_coding	chr10
18553	ENSMUSG00000014498	Ankrd52	protein_coding	chr10
18554	ENSMUSG00000090761	Gm17201	lncRNA	chr10
18555	ENSMUSG00000039878	Slc39a5	protein_coding	chr10
18556	ENSMUSG00000025374	Nabp2	protein_coding	chr10
18557	ENSMUSG00000025373	Rnf41	protein_coding	chr10
18558	ENSMUSG00000025369	Smarcc2	protein_coding	chr10
18559	ENSMUSG00000090841	Myl6	protein_coding	chr10
18560	ENSMUSG00000039824	Myl6b	protein_coding	chr10
18561	ENSMUSG00000025366	Esyt1	protein_coding	chr10
18562	ENSMUSG00000100548	Gm29585	lncRNA	chr10
18563	ENSMUSG00000039810	Zc3h10	protein_coding	chr10
18564	ENSMUSG00000093674	Rpl41	protein_coding	chr10
18565	ENSMUSG00000025364	Pa2g4	protein_coding	chr10
18566	ENSMUSG00000018166	Erbb3	protein_coding	chr10
18567	ENSMUSG00000111936	Gm47540	lncRNA	chr10
18568	ENSMUSG00000025362	Rps26	protein_coding	chr10
18569	ENSMUSG00000002578	Ikzf4	protein_coding	chr10
18570	ENSMUSG00000097372	Gm26876	lncRNA	chr10
18571	ENSMUSG00000049858	Suox	protein_coding	chr10
18572	ENSMUSG00000000711	Rab5b	protein_coding	chr10
18573	ENSMUSG00000025358	Cdk2	protein_coding	chr10
18574	ENSMUSG00000025359	Pmel	protein_coding	chr10
18575	ENSMUSG00000025357	Dgka	protein_coding	chr10
18576	ENSMUSG00000064030	Pym1	protein_coding	chr10
18577	ENSMUSG00000112429	Gm47093	lncRNA	chr10
18578	ENSMUSG00000025355	Mmp19	protein_coding	chr10
18579	ENSMUSG00000047090	Tmem198b	protein_coding	chr10
18580	ENSMUSG00000025354	Dnajc14	protein_coding	chr10
18581	ENSMUSG00000078427	Sarnp	protein_coding	chr10
18582	ENSMUSG00000025353	Ormdl2	protein_coding	chr10
18583	ENSMUSG00000025352	Gdf11	protein_coding	chr10
18584	ENSMUSG00000025351	Cd63	protein_coding	chr10
18585	ENSMUSG00000025350	Rdh5	protein_coding	chr10
18586	ENSMUSG00000090247	Bloc1s1	protein_coding	chr10
18587	ENSMUSG00000025348	Itga7	protein_coding	chr10
18588	ENSMUSG00000025347	Mettl7b	protein_coding	chr10
18589	ENSMUSG00000097691	9030616G12Rik	lncRNA	chr10
18590	ENSMUSG00000069430	Olfr9	protein_coding	chr10
18591	ENSMUSG00000063374	Olfr763	protein_coding	chr10
18592	ENSMUSG00000107648	Olfr764-ps1	protein_coding	chr10
18593	ENSMUSG00000056853	Olfr765	protein_coding	chr10
18594	ENSMUSG00000107748	Olfr766-ps1	protein_coding	chr10
18595	ENSMUSG00000059762	Olfr767	protein_coding	chr10
18596	ENSMUSG00000050198	Olfr768	protein_coding	chr10
18597	ENSMUSG00000042801	Olfr769	protein_coding	chr10
18598	ENSMUSG00000047868	Olfr770	protein_coding	chr10
18599	ENSMUSG00000061367	Olfr771	protein_coding	chr10
18600	ENSMUSG00000107662	Olfr772	protein_coding	chr10
18601	ENSMUSG00000096000	Olfr773	protein_coding	chr10
18602	ENSMUSG00000096229	Olfr774	protein_coding	chr10
18603	ENSMUSG00000096220	Olfr775	protein_coding	chr10
18604	ENSMUSG00000095483	Olfr776	protein_coding	chr10
18605	ENSMUSG00000062914	Olfr777	protein_coding	chr10
18606	ENSMUSG00000049573	Olfr780	protein_coding	chr10
18607	ENSMUSG00000095138	Olfr781	protein_coding	chr10
18608	ENSMUSG00000095075	Olfr782	protein_coding	chr10
18609	ENSMUSG00000094347	Olfr784	protein_coding	chr10
18610	ENSMUSG00000111732	Olfr785	protein_coding	chr10
18611	ENSMUSG00000095696	Olfr786	protein_coding	chr10
18612	ENSMUSG00000096497	Olfr787	protein_coding	chr10
18613	ENSMUSG00000049217	Olfr788	protein_coding	chr10
18614	ENSMUSG00000111273	Olfr789	protein_coding	chr10
18615	ENSMUSG00000044025	Olfr790	protein_coding	chr10
18616	ENSMUSG00000047626	Olfr791	protein_coding	chr10
18617	ENSMUSG00000094496	Olfr792	protein_coding	chr10
18618	ENSMUSG00000044293	Olfr794	protein_coding	chr10
18619	ENSMUSG00000052012	Olfr796	protein_coding	chr10
18620	ENSMUSG00000095002	Olfr798	protein_coding	chr10
18621	ENSMUSG00000094734	Olfr799	protein_coding	chr10
18622	ENSMUSG00000108114	Olfr800	protein_coding	chr10
18623	ENSMUSG00000058513	Olfr801	protein_coding	chr10
18624	ENSMUSG00000093866	Olfr802	protein_coding	chr10
18625	ENSMUSG00000046041	Olfr803	protein_coding	chr10
18626	ENSMUSG00000095401	Olfr804	protein_coding	chr10
18627	ENSMUSG00000096858	Olfr805	protein_coding	chr10
18628	ENSMUSG00000071065	Olfr806	protein_coding	chr10
18629	ENSMUSG00000050478	Olfr807	protein_coding	chr10
18630	ENSMUSG00000049894	Olfr808	protein_coding	chr10
18631	ENSMUSG00000050251	Olfr809	protein_coding	chr10
18632	ENSMUSG00000069421	Olfr810	protein_coding	chr10
18633	ENSMUSG00000063173	Olfr811	protein_coding	chr10
18634	ENSMUSG00000049052	Olfr812	protein_coding	chr10
18635	ENSMUSG00000052818	Olfr813	protein_coding	chr10
18636	ENSMUSG00000059134	Olfr814	protein_coding	chr10
18637	ENSMUSG00000061961	Olfr815	protein_coding	chr10
18638	ENSMUSG00000063715	Olfr816	protein_coding	chr10
18639	ENSMUSG00000058071	Olfr818	protein_coding	chr10
18640	ENSMUSG00000094295	Olfr819	protein_coding	chr10
18641	ENSMUSG00000095608	Olfr247	protein_coding	chr10
18642	ENSMUSG00000094632	Gm10310	protein_coding	chr10
18643	ENSMUSG00000048745	Olfr820	protein_coding	chr10
18644	ENSMUSG00000044897	Olfr821	protein_coding	chr10
18645	ENSMUSG00000058251	Olfr822	protein_coding	chr10
18646	ENSMUSG00000096747	Olfr823	protein_coding	chr10
18647	ENSMUSG00000095804	Olfr824	protein_coding	chr10
18648	ENSMUSG00000058084	Olfr825	protein_coding	chr10
18649	ENSMUSG00000059862	Olfr826	protein_coding	chr10
18650	ENSMUSG00000045559	Olfr827	protein_coding	chr10
18651	ENSMUSG00000048015	Neurod4	protein_coding	chr10
18652	ENSMUSG00000034833	Tespa1	protein_coding	chr10
18653	ENSMUSG00000070601	Vmn2r84	protein_coding	chr10
18654	ENSMUSG00000092048	Vmn2r85	protein_coding	chr10
18655	ENSMUSG00000092162	Vmn2r86	protein_coding	chr10
18656	ENSMUSG00000091511	Vmn2r87	protein_coding	chr10
18657	ENSMUSG00000112742	Gm31793	lncRNA	chr10
18658	ENSMUSG00000023764	Sfi1	protein_coding	chr11
18659	ENSMUSG00000087111	Gm11399	lncRNA	chr11
18660	ENSMUSG00000020457	Drg1	protein_coding	chr11
18661	ENSMUSG00000086049	Gm12735	lncRNA	chr11
18662	ENSMUSG00000020454	Eif4enif1	protein_coding	chr11
18663	ENSMUSG00000020453	Patz1	protein_coding	chr11
18664	ENSMUSG00000053263	Gm12592	lncRNA	chr11
18665	ENSMUSG00000084941	Gm11944	lncRNA	chr11
18666	ENSMUSG00000034614	Pik3ip1	protein_coding	chr11
18667	ENSMUSG00000020451	Limk2	protein_coding	chr11
18668	ENSMUSG00000087055	Gm11948	lncRNA	chr11
18669	ENSMUSG00000020448	Rnf185	protein_coding	chr11
18670	ENSMUSG00000034587	8430429K09Rik	lncRNA	chr11
18671	ENSMUSG00000034579	Pla2g3	protein_coding	chr11
18672	ENSMUSG00000034570	Inpp5j	protein_coding	chr11
18673	ENSMUSG00000075702	Selenom	protein_coding	chr11
18674	ENSMUSG00000020439	Smtn	protein_coding	chr11
18675	ENSMUSG00000087291	Gm11946	lncRNA	chr11
18676	ENSMUSG00000084962	Gm11947	lncRNA	chr11
18677	ENSMUSG00000056579	Tug1	lncRNA	chr11
18678	ENSMUSG00000034543	Morc2a	protein_coding	chr11
18679	ENSMUSG00000020435	Osbp2	protein_coding	chr11
18680	ENSMUSG00000020434	4921536K21Rik	protein_coding	chr11
18681	ENSMUSG00000047205	Dusp18	protein_coding	chr11
18682	ENSMUSG00000048807	Slc35e4	protein_coding	chr11
18683	ENSMUSG00000020432	Tcn2	protein_coding	chr11
18684	ENSMUSG00000034493	4930556J24Rik	protein_coding	chr11
18685	ENSMUSG00000020430	Pes1	protein_coding	chr11
18686	ENSMUSG00000049721	Gal3st1	protein_coding	chr11
18687	ENSMUSG00000019368	Sec14l4	protein_coding	chr11
18688	ENSMUSG00000054986	Sec14l3	protein_coding	chr11
18689	ENSMUSG00000004748	Mtfp1	protein_coding	chr11
18690	ENSMUSG00000003585	Sec14l2	protein_coding	chr11
18691	ENSMUSG00000003581	Rnf215	protein_coding	chr11
18692	ENSMUSG00000051427	Ccdc157	protein_coding	chr11
18693	ENSMUSG00000002129	Sf3a1	protein_coding	chr11
18694	ENSMUSG00000034412	Tbc1d10a	protein_coding	chr11
18695	ENSMUSG00000020424	Castor1	protein_coding	chr11
18696	ENSMUSG00000058755	Osm	protein_coding	chr11
18697	ENSMUSG00000034394	Lif	protein_coding	chr11
18698	ENSMUSG00000085559	Gm11959	lncRNA	chr11
18699	ENSMUSG00000085512	Gm11958	lncRNA	chr11
18700	ENSMUSG00000020419	Hormad2	protein_coding	chr11
18701	ENSMUSG00000034354	Mtmr3	protein_coding	chr11
18702	ENSMUSG00000079010	Gm11032	protein_coding	chr11
18703	ENSMUSG00000056288	Gm11961	lncRNA	chr11
18704	ENSMUSG00000020412	Ascc2	protein_coding	chr11
18705	ENSMUSG00000059534	Uqcr10	protein_coding	chr11
18706	ENSMUSG00000009076	Zmat5	protein_coding	chr11
18707	ENSMUSG00000009075	Cabp7	protein_coding	chr11
18708	ENSMUSG00000009073	Nf2	protein_coding	chr11
18709	ENSMUSG00000034285	Nipsnap1	protein_coding	chr11
18710	ENSMUSG00000034274	Thoc5	protein_coding	chr11
18711	ENSMUSG00000020396	Nefh	protein_coding	chr11
18712	ENSMUSG00000009090	Ap1b1	protein_coding	chr11
18713	ENSMUSG00000034201	Gas2l1	protein_coding	chr11
18714	ENSMUSG00000034209	Rasl10a	protein_coding	chr11
18715	ENSMUSG00000009079	Ewsr1	protein_coding	chr11
18716	ENSMUSG00000034175	Rhbdd3	protein_coding	chr11
18717	ENSMUSG00000034164	Emid1	protein_coding	chr11
18718	ENSMUSG00000020393	Kremen1	protein_coding	chr11
18719	ENSMUSG00000041961	Znrf3	protein_coding	chr11
18720	ENSMUSG00000085189	Gm11963	lncRNA	chr11
18721	ENSMUSG00000020484	Xbp1	protein_coding	chr11
18722	ENSMUSG00000020482	Ccdc117	protein_coding	chr11
18723	ENSMUSG00000020481	Ankrd36	protein_coding	chr11
18724	ENSMUSG00000020477	Mrps24	protein_coding	chr11
18725	ENSMUSG00000049680	Urgcp	protein_coding	chr11
18726	ENSMUSG00000020476	Dbnl	protein_coding	chr11
18727	ENSMUSG00000020475	Pgam2	protein_coding	chr11
